auditId,sourceLine,company,country,ownerIndex,investmentFirm,ownershipVehicle,ownerInvestmentYear,topLevelInvestmentYear,exitYear,status,dateBasis,priority,flags,evidenceMilestones,earlierSignals,sourceUrls,proposedYear,evidenceUrl,reviewerNotes
aces-delta__owner-2__otpp,19497,ACES Delta,United States,2,OTPP,"Haddington ESP I, LP",2022,2022,,Active,close_unattributed,none,,"Apr 2022 | Financing | DOE's Loan Programs Office issued a conditional commitment for the first phase of ACES Delta. || Jun 9, 2022 | Financing | Haddington Ventures announced a $650 million equity syndication for ACES Delta with investment from AIMCo, GIC, Manulife, and Ontario Teachers' (OTPP). || Jun 3, 2022 | Financing | DOE closed a US$504.4 million loan guarantee for the project.",,https://aces-delta.com/about-us/ | https://hvllc.com/haddingtonesp/ | https://www.aimco.ca/insights/worlds-largest-green-hydrogen-platform | https://www.otpp.com/en-ca/about-us/news-and-insights/2022/haddington-ventures-announces--650-million-equity-syndication-pr/ | https://aces-delta.com/media/us-doe-closes-504-4-million-loan-to-advanced-clean-energy-storage-project-for-hydrogen-production-and-storage/,,,
aces-delta__owner-3__aimco,19497,ACES Delta,United States,3,AIMCo,"Haddington ESP I, LP",2022,2022,,Active,close_unattributed,none,,"Apr 2022 | Financing | DOE's Loan Programs Office issued a conditional commitment for the first phase of ACES Delta. || Jun 9, 2022 | Financing | Haddington Ventures announced a $650 million equity syndication for ACES Delta with investment from AIMCo, GIC, Manulife, and Ontario Teachers' (OTPP). || Jun 3, 2022 | Financing | DOE closed a US$504.4 million loan guarantee for the project.",,https://aces-delta.com/about-us/ | https://hvllc.com/haddingtonesp/ | https://www.aimco.ca/insights/worlds-largest-green-hydrogen-platform | https://www.otpp.com/en-ca/about-us/news-and-insights/2022/haddington-ventures-announces--650-million-equity-syndication-pr/ | https://aces-delta.com/media/us-doe-closes-504-4-million-loan-to-advanced-clean-energy-storage-project-for-hydrogen-production-and-storage/,,,
aces-delta__owner-4__aimco,19497,ACES Delta,United States,4,AIMCo,"Haddington ESP I, LP",2022,2022,,Active,close_unattributed,none,,"Apr 2022 | Financing | DOE's Loan Programs Office issued a conditional commitment for the first phase of ACES Delta. || Jun 9, 2022 | Financing | Haddington Ventures announced a $650 million equity syndication for ACES Delta with investment from AIMCo, GIC, Manulife, and Ontario Teachers' (OTPP). || Jun 3, 2022 | Financing | DOE closed a US$504.4 million loan guarantee for the project.",,https://aces-delta.com/about-us/ | https://hvllc.com/haddingtonesp/ | https://www.aimco.ca/insights/worlds-largest-green-hydrogen-platform | https://www.otpp.com/en-ca/about-us/news-and-insights/2022/haddington-ventures-announces--650-million-equity-syndication-pr/ | https://aces-delta.com/media/us-doe-closes-504-4-million-loan-to-advanced-clean-energy-storage-project-for-hydrogen-production-and-storage/,,,
direct-chassislink-inc-dcli__owner-1__gic,19531,Direct ChassisLink Inc. (DCLI),United States,1,GIC,GIC Infrastructure (Joint buyout with OMERS and Wren House),2022,2022,,Active,close,none,,"Dec 2022 | Acquisition | DCLI was acquired by the GIC, OMERS Infrastructure, and Wren House consortium. || Jun 24, 2022 | Acquisition | GIC, OMERS Infrastructure, and Wren House announced an agreement to acquire DCLI from Apollo and EQT-managed funds.",,https://dcli.com/ | https://dcli.com/about-us/ | https://dcli.com/resource/gic-omers-infrastructure-and-wren-house-to-acquire-dcli/ | https://www.omersinfrastructure.com/news/omers-wins-m-and-a-award-for-dcli-investment,,,
divert-inc__owner-1__gic,19560,"Divert, Inc.",United States,1,GIC,GIC Infrastructure (Co-Investor),2021,2021,,Active,announced,none,,"Jun 22, 2021 | Financing | Divert announced a US$100 million investment from Ara Partners, GIC, and Ontario Power Generation Pension Fund.",,https://divertinc.com/ | https://divertinc.com/divert-inc-announces-significant-business-momentum/ | https://www.prnewswire.com/news-releases/divert-inc-secures-100-million-investment-from-ara-partners-gic-and-ontario-power-generation-pension-fund-to-accelerate-deployment-of-diverts-patented-technologies-301305306.html,,,
duke-energy-indiana__owner-1__gic,19587,Duke Energy Indiana,United States,1,GIC,Epsom Investment Pte. Ltd,2021,2021,,Active,close,none,,"2021 | Financing | Duke stated that it would remain the majority owner and sole operator of Duke Energy Indiana after the investment. || Jan 28, 2021 | Acquisition | Duke Energy announced an agreement for GIC to acquire a 19.9% minority interest in Duke Energy Indiana. || Sep 8, 2021 | Acquisition | Duke Energy and GIC closed the first phase of the minority-interest sale transaction.",,https://news.duke-energy.com/releases/duke-energy-partners-with-gic-to-secure-minority-investment-in-duke-energy-indiana-increases-long-term-eps-growth-rate | https://news.duke-energy.com/releases/duke-energy-and-gic-close-first-phase-of-minority-investment-in-duke-energy-indiana | https://www.sec.gov/Archives/edgar/data/1326160/000110465921008865/tm214472d1_8k.htm,,,
equinix-xscale-data-centers-united-states-jv__owner-1__gic,19614,Equinix xScale Data Centers (United States JV),United States,1,GIC,n.a.,2024,2024,,Active,announced,none,,"2024 | Financing | The parties disclosed a development pipeline of more than 1.5 GW and more than US$15 billion of planned investment. || 2024 | Founding | The transaction established ownership at 25% for Equinix and 37.5% each for GIC and CPP Investments. || Oct 1, 2024 | Financing | Equinix announced a U.S. xScale joint venture with GIC and CPP Investments.",,https://investor.equinix.com/news-events/press-releases/detail/1053/equinix-agrees-to-form-greater-than-15b-jv-to-expand | https://www.lw.com/en/news/latham-watkins-advises-cpp-investments-in-us15-billion-joint-venture-with-equinix-and-gic | https://www.kirkland.com/news/press-release/2024/10/kirkland-advises-gic-on-15-billion-coinvestment-in-dip-with-cppib-equinix,,,
itc-holdings-corp__owner-1__gic,19641,ITC Holdings Corp.,United States,1,GIC,Finn Investment Pte. Ltd. / Eiffel Investment Pte. Ltd,2016,2016,,Active,close,none,,"Apr 20, 2016 | Acquisition | Fortis reached a definitive agreement with GIC for GIC to acquire a 19.9% equity interest in ITC Holdings upon closing of Fortis's ITC acquisition. || Oct 14, 2016 | Acquisition | Fortis completed its $11.3B acquisition of ITC Holdings with GIC as a 19.9% minority investor.",,https://www.itc-holdings.com/about-our-company-itc-holdings/itcs-history/ | https://www.gic.com.sg/newsroom/news/fortis-completes-the-minority-investor-process-in-connection-with-the-pending-acquisition-of-itc-holdings-corp/ | https://www.sec.gov/Archives/edgar/data/1666175/000110465916151600/a16-19757_6ex99d1.htm,,,
oncor-electric-delivery-company-llc__owner-1__gic,19669,Oncor Electric Delivery Company LLC,United States,1,GIC,Cheyne Walk Investment Pte. Ltd,2008,2008,,Active,close,none,,"Nov 6, 2008 | Acquisition | GIC Special Investments and OMERS, through Texas Transmission Investment LLC, completed the purchase of a 19.75% equity interest in Oncor.",,https://www.oncor.com/investorrelations | https://www.oncor.com/content/dam/oncorwww/documents/investorrelations/financial-news/Q4%202025%20Oncor%20Earnings%20Release.pdf | https://www.sec.gov/Archives/edgar/data/1032208/000119312518000589/d494912dex993.htm | https://www.sempra.com/sempra-energy-completes-acquisition-majority-stake-oncor | https://www.torys.com/work/2008/11/ea6d722d-2ece-417f-92ad-29261e2fc82b | https://www.torys.com/work/2008/11/ea6d722d-2ece-417f-92ad-29261e2fc82b,,,
oncor-electric-delivery-company-llc__owner-2__omers,19669,Oncor Electric Delivery Company LLC,United States,2,OMERS,OMERS Infrastructure,2008,2008,,Active,close,none,,"Nov 6, 2008 | Acquisition | GIC Special Investments and OMERS, through Texas Transmission Investment LLC, completed the purchase of a 19.75% equity interest in Oncor.",,https://www.oncor.com/investorrelations | https://www.oncor.com/content/dam/oncorwww/documents/investorrelations/financial-news/Q4%202025%20Oncor%20Earnings%20Release.pdf | https://www.sec.gov/Archives/edgar/data/1032208/000119312518000589/d494912dex993.htm | https://www.sempra.com/sempra-energy-completes-acquisition-majority-stake-oncor | https://www.torys.com/work/2008/11/ea6d722d-2ece-417f-92ad-29261e2fc82b | https://www.torys.com/work/2008/11/ea6d722d-2ece-417f-92ad-29261e2fc82b,,,
red-de-carreteras-de-occidente-s-a-b-de-c-v__owner-1__gic,19701,"Red de Carreteras de Occidente, S.A.B. de C.V.",Mexico,1,GIC,n.a.,2020,2020,,Active,close,none,,"2020 | Other | The acquisition disclosed Abertis at 51.3% and GIC at 21.0%, with the remainder held by local investors and pension funds. || Jun 5, 2020 | Acquisition | Abertis and GIC announced closing of their acquisition of 72.3% of RCO.",,https://redviacorta.mx/acerca-de-nosotros | https://www.abertis.com/news/abertis-y-gic-cierran-la-compra-del-72-de-red-de-/?lang=en | https://www.mundys.com/sites/default/files/documents/Press%20Release-2020-06-04-1043.pdf | https://www.fitchratings.com/research/infrastructure-project-finance/fitch-affirms-red-de-carreteras-de-occidente-sr-secured-notes-at-bbb-outlook-stable-07-03-2025,,,
reworld__owner-1__gic,19732,Reworld,United States / Canada,1,GIC,n.a.,2025,2025,,Active,close,none,,"Jan 22, 2025 | Acquisition | The sale of the 25% minority equity stake in Reworld to GIC closed.",,https://www.reworldwaste.com/ | https://eqtgroup.com/news/covanta-and-eqt-infrastructure-to-create-the-leading-sustainable-waste-solutions-provider-driving-compelling-value-for-all-stakeholders | https://www.reworldwaste.com/news-resources/newsroom/eqt-broadens-reworld-investor-base-welcoming-gic-as-strategic-investor | https://www.reworldwaste.com/about-us/reworld-by-the-numbers | https://hl.com/about-us/transactions/reworld-eqt-gic/,,,
reworld__owner-2__eqt-infrastructure,19732,Reworld,United States / Canada,2,EQT Infrastructure,EQT Infrastructure V,2021,2025,,Active,close,none,secondary_owner_year_differs_from_display_year,"Nov 30, 2021 | Acquisition | EQT Infrastructure completed the acquisition of Covanta, which later became Reworld.",,https://www.reworldwaste.com/ | https://eqtgroup.com/news/covanta-and-eqt-infrastructure-to-create-the-leading-sustainable-waste-solutions-provider-driving-compelling-value-for-all-stakeholders | https://www.reworldwaste.com/news-resources/newsroom/eqt-broadens-reworld-investor-base-welcoming-gic-as-strategic-investor | https://www.reworldwaste.com/about-us/reworld-by-the-numbers | https://hl.com/about-us/transactions/reworld-eqt-gic/,,,
tallgrass-energy__owner-1__blackstone,19763,Tallgrass Energy,United States,1,Blackstone,n.a.,2019,2019,,Active,close,none,,"Jan 31, 2019 | Acquisition | Blackstone Infrastructure Partners announced a definitive agreement to acquire a controlling interest in Tallgrass Energy, with GIC and Enagás participating as minority investors. || Mar 11, 2019 | Acquisition | Blackstone closed its purchase of a controlling interest in Tallgrass Energy, with GIC and Enagás as minority co-investors. || Dec 16, 2019 | Acquisition | Blackstone agreed to acquire the remaining publicly-held Class A shares of Tallgrass Energy.",,https://www.sec.gov/Archives/edgar/data/1284214/000119312520044554/d840488dsc13ea.htm | https://www.cppinvestments.com/newsroom/cpp-investments-acquires-stake-in-u-s-energy-infrastructure-company-tallgrass-energy/ | https://www.blackstone.com/news/press/blackstone-infrastructure-partners-closes-purchase-of-controlling-interest-in-tallgrass-energy/ | https://www.blackstone.com/news/press/blackstone-infrastructure-partners-closes-purchase-of-controlling-interest-in-tallgrass-energy/ | https://tallgrass.com/,,,
tallgrass-energy__owner-2__cpp-investments,19763,Tallgrass Energy,United States,2,CPP Investments,Sustainable Energies,2024,2019,,Active,announced,none,secondary_owner_year_differs_from_display_year,"Aug 13, 2024 | Acquisition | CPP Investments announced that it had acquired a stake in Tallgrass Energy in partnership with Blackstone.",,https://www.sec.gov/Archives/edgar/data/1284214/000119312520044554/d840488dsc13ea.htm | https://www.cppinvestments.com/newsroom/cpp-investments-acquires-stake-in-u-s-energy-infrastructure-company-tallgrass-energy/ | https://www.blackstone.com/news/press/blackstone-infrastructure-partners-closes-purchase-of-controlling-interest-in-tallgrass-energy/ | https://www.blackstone.com/news/press/blackstone-infrastructure-partners-closes-purchase-of-controlling-interest-in-tallgrass-energy/ | https://tallgrass.com/,,,
tallgrass-energy__owner-3__gic,19763,Tallgrass Energy,United States,3,GIC,Jasmine Ventures Pte. Ltd,2019,2019,,Active,close,none,,"Jan 31, 2019 | Acquisition | Blackstone Infrastructure Partners announced a definitive agreement to acquire a controlling interest in Tallgrass Energy, with GIC and Enagás participating as minority investors. || Mar 11, 2019 | Acquisition | Blackstone closed its purchase of a controlling interest in Tallgrass Energy, with GIC and Enagás as minority co-investors. || Dec 16, 2019 | Acquisition | Blackstone agreed to acquire the remaining publicly-held Class A shares of Tallgrass Energy.",,https://www.sec.gov/Archives/edgar/data/1284214/000119312520044554/d840488dsc13ea.htm | https://www.cppinvestments.com/newsroom/cpp-investments-acquires-stake-in-u-s-energy-infrastructure-company-tallgrass-energy/ | https://www.blackstone.com/news/press/blackstone-infrastructure-partners-closes-purchase-of-controlling-interest-in-tallgrass-energy/ | https://www.blackstone.com/news/press/blackstone-infrastructure-partners-closes-purchase-of-controlling-interest-in-tallgrass-energy/ | https://tallgrass.com/,,,
waterbridge-resources__owner-1__gic,19798,WaterBridge Resources,United States,1,GIC,GIC Infrastructure (Minority Stake),2019,2019,,Active,close,none,,"May 17, 2019 | Acquisition | Five Point Energy announced the sale of a minority equity stake in WaterBridge to GIC. || May 17, 2019 | Acquisition | Kirkland stated that GIC's purchase of the minority equity stake in WaterBridge had closed and was not subject to additional conditions.",,https://www.prnewswire.com/news-releases/five-point-energy-sells-minority-equity-stake-in-leading-water-midstream-company-waterbridge-resources-to-global-long-term-investor-gic-300852497.html | https://www.kirkland.com/news/press-release/2019/05/kirkland-counsels-gic-on-purchase-of-minority-equi | https://h2obridge.com/ | https://h2obridge.com/news/news-details/2025/Sed-ut-perspiciatis-unde-omnis/default.aspx,,,
wecom-fiber__owner-1__searchlight,19826,Wecom Fiber,United States,1,Searchlight,n.a.,2023,2023,,Active,announced,none,,"May 15, 2023 | Financing | Searchlight announced its strategic investment in Wecom; FCC materials later showed Epsom Investment Pte. Ltd. (GIC) in the Searchlight Fiber Alliance ownership chain.",,https://wecomfiber.com/wecom-and-searchlight-capital-partners/ | https://docs.fcc.gov/public/attachments/DA-24-820A1.pdf | https://www.lw.com/en/news/latham-watkins-advises-searchlight-capital-partners-on-strategic-investment-in-wecom | https://docs.fcc.gov/public/attachments/DOC-397850A1.pdf,,,
wecom-fiber__owner-2__gic,19826,Wecom Fiber,United States,2,GIC,Epsom Investment Pte. Ltd,2023,2023,,Active,announced,none,,"May 15, 2023 | Financing | Searchlight announced its strategic investment in Wecom; FCC materials later showed Epsom Investment Pte. Ltd. (GIC) in the Searchlight Fiber Alliance ownership chain.",,https://wecomfiber.com/wecom-and-searchlight-capital-partners/ | https://docs.fcc.gov/public/attachments/DA-24-820A1.pdf | https://www.lw.com/en/news/latham-watkins-advises-searchlight-capital-partners-on-strategic-investment-in-wecom | https://docs.fcc.gov/public/attachments/DOC-397850A1.pdf,,,
aligned-data-centers__owner-1__macquarie-asset-management,19856,Aligned Data Centers,United States,1,Macquarie Asset Management,MIP IV / MIP V and related vehicles,2018,2018,,Active,transactional_unspecified,none,,"Apr 23, 2018 | Financing | Macquarie Infrastructure Partners made its initial investment in Aligned Data Centers, with the company jointly controlled by existing owners and MIP after the transaction.",,https://aligneddc.com/blog/mubadala-invests-in-aligned-data-centers/ | https://aligneddc.com/ | https://www.mubadala.com/en/what-we-do/real-assets/infrastructure/aligned-data-centers | https://aligneddc.com/press-release/ai-infrastructure-partnership-aip-mgx-and-blackrocks-global-infrastructure-partners-gip-to-acquire-all-equity-in-aligned-data-centers/ | https://aligneddc.com/press-release/aligned-energy-announces-new-strategic-investment-by-macquarie-infrastructure-partners/ | https://www.macquarie.com/au/en/about/news/2025/macquarie-asset-management-to-lead-sale-of-aligned-data-centers-at-an-enterprise-value-of-us-40-billion.html,,,
aligned-data-centers__owner-2__mubadala,19856,Aligned Data Centers,United States,2,Mubadala,n.a.,2023,2018,,Active,announced,none,secondary_owner_year_differs_from_display_year,"Aug 2, 2023 | Financing | Mubadala announced a minority investment in Aligned alongside majority partners managed by Macquarie Asset Management.",,https://aligneddc.com/blog/mubadala-invests-in-aligned-data-centers/ | https://aligneddc.com/ | https://www.mubadala.com/en/what-we-do/real-assets/infrastructure/aligned-data-centers | https://aligneddc.com/press-release/ai-infrastructure-partnership-aip-mgx-and-blackrocks-global-infrastructure-partners-gip-to-acquire-all-equity-in-aligned-data-centers/ | https://aligneddc.com/press-release/aligned-energy-announces-new-strategic-investment-by-macquarie-infrastructure-partners/ | https://www.macquarie.com/au/en/about/news/2025/macquarie-asset-management-to-lead-sale-of-aligned-data-centers-at-an-enterprise-value-of-us-40-billion.html,,,
allete-inc__owner-1__cpp-investments,19890,"ALLETE, Inc.",United States,1,CPP Investments,Real Assets (Infrastructure),2025,2025,,Active,close,none,,"Dec 15, 2025 | Acquisition | ALLETE announced completion of the acquisition by CPP Investments and Global Infrastructure Partners (GIP).",,https://www.allete.com/ | https://allete.blob.core.windows.net/allete/Documents/Investors/AnnualReports/2024AR.pdf | https://investor.allete.com/news-releases/news-release-details/allete-enters-agreement-be-acquired-partnership-led-canada | https://investor.allete.com/news-releases/news-release-details/allete-enters-agreement-be-acquired-partnership-led-canada | https://investor.allete.com/news-releases/news-release-details/allete-announces-completion-acquisition-cpp-investments-and | https://investor.allete.com/news-releases/news-release-details/allete-announces-completion-acquisition-cpp-investments-and,,,
allete-inc__owner-2__global-infrastructure-partners,19890,"ALLETE, Inc.",United States,2,Global Infrastructure Partners,n.a.,2025,2025,,Active,close,none,,"Dec 15, 2025 | Acquisition | ALLETE announced completion of the acquisition by CPP Investments and Global Infrastructure Partners (GIP).",,https://www.allete.com/ | https://allete.blob.core.windows.net/allete/Documents/Investors/AnnualReports/2024AR.pdf | https://investor.allete.com/news-releases/news-release-details/allete-enters-agreement-be-acquired-partnership-led-canada | https://investor.allete.com/news-releases/news-release-details/allete-enters-agreement-be-acquired-partnership-led-canada | https://investor.allete.com/news-releases/news-release-details/allete-announces-completion-acquisition-cpp-investments-and | https://investor.allete.com/news-releases/news-release-details/allete-announces-completion-acquisition-cpp-investments-and,,,
atlas-renewable-energy__owner-1__global-infrastructure-partners,19924,Atlas Renewable Energy,United States,1,Global Infrastructure Partners,n.a.,2022,2022,,Active,close,none,,"Oct 11, 2022 | Acquisition | Global Infrastructure Partners and Actis announced completion of the acquisition of Atlas Renewable Energy by GIP.",,https://atlasrenewableenergy.com/ | https://atlasrenewableenergy.com/news-and-insights/gip-and-actis-announce-acquisition-of-atlas-renewable-energy-by-gip-usa/ | https://www.prnewswire.com/news-releases/gip-and-actis-announce-acquisition-of-atlas-renewable-energy-by-gip-301645902.html,,,
bluepoint-wind__owner-1__global-infrastructure-partners,19952,Bluepoint Wind,United States,1,Global Infrastructure Partners,n.a.,2022,2022,,Active,transactional_unspecified,none,,"Feb 25, 2022 | Financing | Ocean Winds East, a partnership between Ocean Winds and Global Infrastructure Partners (GIP), was named winning bidder for the New York Bight lease area that became Bluepoint Wind.",,https://bluepointwind.com/ocean-winds-east-awarded-lease-area-in-new-york-bight-offshore-wind-energy-auction/ | https://www.oceanwinds.com/projects/bluepoint-wind/ | https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/EE/RGGI/Bluepoint-Wind_RGGI-2026.pdf | https://bluepointwind.com/the-project/,,,
clearway-energy-group__owner-1__global-infrastructure-partners,19979,Clearway Energy Group,United States,1,Global Infrastructure Partners,n.a.,2018,2018,,Active,close,none,,"Aug 31, 2018 | Acquisition | Global Infrastructure Partners (GIP) completed the acquisition of NRG's renewables platform and controlling interest in NRG Yield, forming Clearway Energy Group as an independent enterprise.",,https://www.clearwayenergygroup.com/ | https://www.clearwayenergygroup.com/press-releases/clearway-energy-group-launches-operations/ | https://totalenergies.com/news/press-releases/united-states-totalenergies-acquires-50-clearway-5th-largest-us-renewable | https://www.clearwayenergygroup.com/about/leadership/,,,
eolian__owner-1__global-infrastructure-partners,20009,Eolian,United States,1,Global Infrastructure Partners,GIP IV,2020,2020,,Active,announced,none,,"Dec 29, 2020 | Acquisition | Global Infrastructure Partners (GIP) announced the acquisition of MAP Energy's renewable-energy business to form Eolian.",,https://www.eolianenergy.com/ | https://www.eolianenergy.com/press/global-infrastructure-partners-announces-acquisition-of-map-energys-renewable-energy-business | https://www.eolianenergy.com/press/eolian-acquires-remaining-ownership-interests-in-able-grid-energy-solutions,,,
revolution-wind-south-fork-wind__owner-1__global-infrastructure-partners,20035,Revolution Wind & South Fork Wind,United States,1,Global Infrastructure Partners,n.a.,2024,2024,,Active,close,none,,"Sep 30, 2024 | Acquisition | Eversource completed the sale of its 50% interests in South Fork Wind and Revolution Wind to Global Infrastructure Partners (GIP), with ownership managed through GIP portfolio company Skyborn Renewables. || Oct 1, 2024 | Acquisition | Skyborn said it had entered the U.S. offshore wind joint venture with Ørsted after completing the 50% stake acquisition.",,https://revolution-wind.com/about-revolution-wind | https://www.businesswire.com/news/home/20240930672791/en/Eversource-Energy-Completes-Exit-of-Offshore-Wind-Business | https://www.skybornrenewables.com/articles/newsroom/skyborn_enters_us_joint_venture,,,
rio-grande-lng__owner-1__gic,20063,Rio Grande LNG,United States,1,GIC,n.a.,2023,2023,,Active,close,none,,"Jul 12, 2023 | Financing | NextDecade executed and closed the Rio Grande LNG Phase 1 joint venture with financial commitments from Global Infrastructure Partners (GIP), GIC, Mubadala, and TotalEnergies.",,https://investors.next-decade.com/news-releases/news-release-details/nextdecade-announces-positive-final-investment-decision-rio | https://investors.next-decade.com/news-releases/news-release-details/nextdecade-announces-positive-final-investment-decision-rio | https://corporate.totalenergies.us/news/totalenergies-and-its-partners-make-final-investment-decision-rglng-project-texas | https://www.next-decade.com/our-business/rio-grande-lng/ | https://www.riograndelng.com/ | https://www.federalregister.gov/documents/2023/09/05/2023-19122/change-in-control-notice-regarding-rio-grande-lng-llc-and-rio-bravo-pipeline-company-llc,,,
rio-grande-lng__owner-2__mubadala,20063,Rio Grande LNG,United States,2,Mubadala,MIC TI Holding LLC,2023,2023,,Active,close,none,,"Jul 12, 2023 | Financing | NextDecade executed and closed the Rio Grande LNG Phase 1 joint venture with financial commitments from Global Infrastructure Partners (GIP), GIC, Mubadala, and TotalEnergies.",,https://investors.next-decade.com/news-releases/news-release-details/nextdecade-announces-positive-final-investment-decision-rio | https://investors.next-decade.com/news-releases/news-release-details/nextdecade-announces-positive-final-investment-decision-rio | https://corporate.totalenergies.us/news/totalenergies-and-its-partners-make-final-investment-decision-rglng-project-texas | https://www.next-decade.com/our-business/rio-grande-lng/ | https://www.riograndelng.com/ | https://www.federalregister.gov/documents/2023/09/05/2023-19122/change-in-control-notice-regarding-rio-grande-lng-llc-and-rio-bravo-pipeline-company-llc,,,
rio-grande-lng__owner-3__global-infrastructure-partners,20063,Rio Grande LNG,United States,3,Global Infrastructure Partners,n.a.,2023,2023,,Active,close,none,,"Jul 12, 2023 | Financing | NextDecade executed and closed the Rio Grande LNG Phase 1 joint venture with financial commitments from Global Infrastructure Partners (GIP), GIC, Mubadala, and TotalEnergies.",,https://investors.next-decade.com/news-releases/news-release-details/nextdecade-announces-positive-final-investment-decision-rio | https://investors.next-decade.com/news-releases/news-release-details/nextdecade-announces-positive-final-investment-decision-rio | https://corporate.totalenergies.us/news/totalenergies-and-its-partners-make-final-investment-decision-rglng-project-texas | https://www.next-decade.com/our-business/rio-grande-lng/ | https://www.riograndelng.com/ | https://www.federalregister.gov/documents/2023/09/05/2023-19122/change-in-control-notice-regarding-rio-grande-lng-llc-and-rio-bravo-pipeline-company-llc,,,
saavi-energ-a__owner-1__global-infrastructure-partners,20098,Saavi Energía,Mexico,1,Global Infrastructure Partners,n.a.,2021,2021,,Active,announced,none,,"Aug 20, 2021 | Acquisition | Global Infrastructure Partners (GIP) announced the acquisition of Saavi Energía from Actis.",,https://www.saavienergia.com/en/ | https://www.saavienergia.com/en/about-saavi/ | https://www.saavienergia.com/en/our-sites/ | https://www.global-infra.com/news/gip-acquires-saavi-energia-a-leading-independent-power-generator-in-mexico/,,,
the-aes-corporation__owner-1__global-infrastructure-partners,20127,The AES Corporation,United States,1,Global Infrastructure Partners,EQT Infrastructure VI,2026,2026,,Active,announced,none,,"Mar 2, 2026 | Acquisition | Global Infrastructure Partners (GIP) and EQT announced a definitive agreement for their consortium to acquire AES.",,https://www.aes.com/ | https://www.aes.com/energy-insights/consortium-led-global-infrastructure-partners-and-eqt-agrees-acquire-aes | https://www.prnewswire.com/news-releases/consortium-led-by-global-infrastructure-partners-and-eqt-agrees-to-acquire-aes-302700916.html,,,
the-aes-corporation__owner-2__eqt-infrastructure,20127,The AES Corporation,United States,2,EQT Infrastructure,EQT Infrastructure VI,2026,2026,,Active,announced,none,,"Mar 2, 2026 | Acquisition | Global Infrastructure Partners (GIP) and EQT announced a definitive agreement for their consortium to acquire AES.",,https://www.aes.com/ | https://www.aes.com/energy-insights/consortium-led-global-infrastructure-partners-and-eqt-agrees-acquire-aes | https://www.prnewswire.com/news-releases/consortium-led-by-global-infrastructure-partners-and-eqt-agrees-to-acquire-aes-302700916.html,,,
vanguard-renewables__owner-1__global-infrastructure-partners,20156,Vanguard Renewables,United States,1,Global Infrastructure Partners,n.a.,2022,2022,,Active,close,none,,"Jul 20, 2022 | Acquisition | BlackRock Real Assets acquired Vanguard Renewables from Vision Ridge Partners; the investment is now identified with Global Infrastructure Partners (GIP) as part of BlackRock.",,https://www.vanguardrenewables.com/ | https://www.vanguardrenewables.com/our-story | https://www.businesswire.com/news/home/20220720005157/en/Vanguard-Renewables-Announces-Acquisition-by-BlackRock-Real-Assets | https://www.vanguardrenewables.com/our-story | https://www.vanguardrenewables.com/latest/joint-venture-announcement | https://totalenergies.com/news/press-releases/totalenergies-and-vanguard-renewables-portfolio-company-blackrocks-diversified,,,
vanguard-renewables__owner-2__blackrock,20156,Vanguard Renewables,United States,2,BlackRock,n.a.,2022,2022,,Active,close,none,,"Jul 20, 2022 | Acquisition | BlackRock Real Assets acquired Vanguard Renewables from Vision Ridge Partners; the investment is now identified with Global Infrastructure Partners (GIP) as part of BlackRock.",,https://www.vanguardrenewables.com/ | https://www.vanguardrenewables.com/our-story | https://www.businesswire.com/news/home/20220720005157/en/Vanguard-Renewables-Announces-Acquisition-by-BlackRock-Real-Assets | https://www.vanguardrenewables.com/our-story | https://www.vanguardrenewables.com/latest/joint-venture-announcement | https://totalenergies.com/news/press-releases/totalenergies-and-vanguard-renewables-portfolio-company-blackrocks-diversified,,,
avports__owner-1__goldman-sachs-asset-management,20188,Avports,United States,1,Goldman Sachs Asset Management,West Street Infrastructure Partners III,2018,2018,,Active,close,none,,"Jul 2018 | Acquisition | AFCO and Avports were acquired by West Street Infrastructure Partners III, an infrastructure fund managed by Goldman Sachs Merchant Banking Division. || May 24, 2018 | Acquisition | Goldman Sachs Merchant Banking infrastructure funds announced a definitive agreement for WSIP III to acquire AFCO and AvPorts.",,https://www.avports.com/ | https://forosgroup.com/press_release/aviation-facilities-company-inc-and-afco-avports-management-llc-to-be-acquired-by-infrastructure-investment-funds-managed-by-goldman-sachs-merchant-banking-division/ | https://aviationfacilities.com/afco-and-avports-add-former-american-airlines-exec-to-board/ | https://www.avports.com/about/,,,
brightnight__owner-1__goldman-sachs-asset-management,20216,BrightNight,United States,1,Goldman Sachs Asset Management,Infrastructure at Goldman Sachs Alternatives,2024,2024,,Active,close,none,,"Oct 7, 2024 | Financing | BrightNight announced successful closing of a $440 million strategic equity investment from Goldman Sachs Alternatives.",,https://brightnightpower.com/ | https://brightnightpower.com/about-us/news-insights/brightnight-closes-440-million-strategic-investment-from-goldman-sachs-alternatives-upsizes-corporate-credit-facility-to-400-million/ | https://brightnightpower.com/about-us/contact-us/ | https://brightnightpower.com/our-customers/data-centers/,,,
