recordId,ownershipPeriodId,companyName,country,investmentFirm,currentVehicleName,databaseVehicleName,investmentYear,stake,attribution,confidence,attributedFundName,disclosedOrEstimatedFundName,currentLinkedFundName,linkedCanonicalFundName,targetLinkedFundName,rationale,evidenceUrls,sourceAuditStatus,applyEligible,proposedAction,fundDatabaseAction
OFA-E613327B326B,cmrxpjxyw01qlivhep0y9mcxa,"Impulsora del Desarrollo y el Empleo en América Latina, S.A.B. de C.V. (IDEAL)",Mexico,CPP Investments,Real Assets (Infrastructure),Real Assets (Infrastructure),2020,,DISCLOSED,HIGH,Real Assets (Infrastructure),Real Assets (Infrastructure),,,,Matched supplemental ownership detail: Firm: CPP Investments | Fund: Real Assets (Infrastructure) | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.cppinvestments.com/newsroom/ideal-cpp-investments-and-ontario-teachers-complete-the-expansion-of-mexican-infrastructure-partnership/; https://www.otpp.com/en-ca/about-us/news-and-insights/2020/ideal-cpp-investments-and-ontario-teachers-complete-the-expansion-of-mexican-infrastructure-partnership/; https://www.cppinvestments.com/newsroom/ideal-cppib-ontario-teachers-mexican-infrastructure-partnership/; https://www.torys.com/work/2020/04/bad7aa07-bf5c-4fc8-92ce-994693433339,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-A12A82514B77,cmrxpjtq001jvivhe8gnrw5dv,InTransit BC,Canada,BCI,Infrastructure & Renewable Resources,Infrastructure & Renewable Resources,2005,28.7%,DISCLOSED,HIGH,Infrastructure & Renewable Resources,Infrastructure & Renewable Resources,Infrastructure & Renewable Resources,Infrastructure & Renewable Resources,Infrastructure & Renewable Resources,Matched supplemental ownership detail: Firm: British Columbia Investment Management Corporation (BCI) | Fund: Infrastructure & Renewable Resources | Ownership Interest: 28.7% Verified fund matches an existing fund-list entry.,https://www.bci.ca/wp-content/uploads/2018/01/2022_InfrastructureRenewableResources-Pooled-Fund-Financial-Statements-1.pdf; https://www.lexpert.ca/big-deals/ravco-intransit-bc-and-the-gvta-enter-into-p3/345743; https://thecdm.ca/partners/industry/intransit-bc; https://ca.linkedin.com/company/intransit-bc; https://www.translink.ca/-/media/translink/documents/about-translink/corporate-reports/quarterly_reports/2024/2024-year-end-financial-and-performance-report.pdf,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-234B817E1DDE,cmrxpjtst01jwivhebe8thng1,InTransit BC,Canada,La Caisse de dépôt (CDPQ),n.a.,n.a.,2005,33.3%,DISCLOSED,HIGH,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,Matched supplemental ownership detail: Firm: CDPQ | Fund: CDPQ Infrastructure | Ownership Interest: 33.3% Verified fund matches an existing fund-list entry.,https://www.lexpert.ca/big-deals/ravco-intransit-bc-and-the-gvta-enter-into-p3/345743; https://www.cdpqinfra.com/sites/cdpqinfrad8/files/2021-10/03-CDPQI-AAM-EN_notice_to_market.pdf; https://cdpqinfra.com/sites/cdpqinfrad8/files/2021-10/03-CDPQI-AAM-EN_notice_to_market.pdf; https://www.snclavalin.com/~/media/Files/S/SNC-Lavalin/download-centre/investors/annual-reports/2016/snc_annualreport2016_en.pdf; https://www.translink.ca/about-us/projects/canada-line,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-04A0C625B6F6,cmrxpju9601knivheepwf2q66,Indian Energy,United States,BlackRock,n.a.,n.a.,2023,,INFERRED,LOW,BlackRock Global Energy & Power Infrastructure Fund III,BlackRock Global Energy & Power Infrastructure Fund III,BlackRock Global Energy & Power Infrastructure Fund III,BlackRock Global Energy & Power Infrastructure Fund III,BlackRock Global Energy & Power Infrastructure Fund III,"Estimated by preserving the existing curated link to BlackRock Global Energy & Power Infrastructure Fund III; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2020 is 3 years before investment, North America-relevant mandate.",https://www.blackrock.com/us/individual/investment-ideas/alternative-investments/blackrock-impact-opportunities; https://indianenergy.com/about-ie/; https://indianenergy.com/indian-energy-announces-financial-close-on-the-viejas-enterprise-microgrid-project/,n.a.,false,SET_INFERRED,NONE
OFA-D376AF8837B6,cmrxpjwvb01oxivhen8k8m27i,Indiana Toll Road,United States,La Caisse de dépôt (CDPQ),n.a.,n.a.,2021,15%,DISCLOSED,HIGH,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,Matched supplemental ownership detail: Firm: CDPQ | Fund: CDPQ Infrastructure | Ownership Interest: 15% Verified fund matches an existing fund-list entry.,https://www.lacaisse.com/en/news/pressreleases/ifm-investors-partners-cdpq-indiana-toll-road; https://www.ifminvestors.com/news-and-insights/media-centre/ifm-investors-completes-acquisition-of-indiana-toll-road-concession-company/; https://www.indianatollroad.org/about-itrcc/; https://www.fhwa.dot.gov/ipd/project_profiles/in_indiana_toll.aspx,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-D7891708E2E3,cmrxpjwvr01oyivheq0d4amj6,Indiana Toll Road,United States,IFM Investors,IFM Global Infrastructure Fund (GIF),IFM Global Infrastructure Fund (GIF),2015,,DISCLOSED,HIGH,IFM Global Infrastructure Fund (GIF),IFM Global Infrastructure Fund (GIF),IFM Global Infrastructure Fund (GIF),IFM Global Infrastructure Fund (GIF),IFM Global Infrastructure Fund (GIF),Matched supplemental ownership detail: Firm: IFM Global Infrastructure Fund | Fund: IFM Global Infrastructure Fund | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.ifminvestors.com/news-and-insights/media-centre/ifm-investors-completes-acquisition-of-indiana-toll-road-concession-company/; https://www.lacaisse.com/en/news/pressreleases/ifm-investors-partners-cdpq-indiana-toll-road; https://www.indianatollroad.org/about-itrcc/; https://www.fhwa.dot.gov/ipd/project_profiles/in_indiana_toll.aspx,Verified fund - missing from funds list,true,SET_DISCLOSED_LINKED,NONE
OFA-602B3EA82D4B,cmrxpk4mv020yivherqtlrxqo,Indigo Generation,United States,Igneo Infrastructure Partners,n.a.,n.a.,2026,,INFERRED,MEDIUM,North American Diversified Infrastructure Fund (NADIF),North American Diversified Infrastructure Fund (NADIF),North American Diversified Infrastructure Fund (NADIF),North American Diversified Infrastructure Fund (NADIF),North American Diversified Infrastructure Fund (NADIF),"Estimated by preserving the existing curated link to North American Diversified Infrastructure Fund (NADIF); public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2024 is 2 years before investment, North America-relevant mandate.",https://www.igneoip.com/usa/en/institutional/news-and-insights/press/igneo-acquires-indigo-generation.html; https://www.igneoip.com/usa/en/institutional/news-and-insights/press/igneo-announce-closing-of-indigo-acquisition.html; https://www.igneoip.com/usa/en/institutional/our-offering/assets.html,n.a.,false,SET_INFERRED,NONE
OFA-30F7CA95E55C,cmrxpjzmb01t5ivhej514ikds,Industrial Sun,United States,EIG Global Energy Partners,n.a.,n.a.,2023,,INFERRED,MEDIUM,EIG Fund XVII,EIG Fund XVII,EIG Fund XVII,EIG Fund XVII,EIG Fund XVII,"Estimated by preserving the existing curated link to EIG Fund XVII; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2017 precedes investment by 6 years, North America-relevant mandate, historical vehicle retained for attribution only.",https://eigpartners.com/eig-and-modern-energy-announce-a-90-million-investment-in-industrial-sun/; https://industrialsun.com/; https://industrialsun.com/news/new-solar-project-industrial-sun-win-planet-and-people; https://www.sec.gov/Archives/edgar/data/1712778/000171277817000002/0001712778-17-000002-index.html,n.a.,false,SET_INFERRED,NONE
OFA-22C69AAF024D,cmrxpjrec01g0ivhe4b07oqxs,Infinigen Renewables,United States,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.",2021,100%,DISCLOSED,HIGH,"ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.",Matched supplemental ownership detail: Firm: ArcLight Capital Partners | Fund: ArcLight Energy Partners Fund VII | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://www.prnewswire.com/news-releases/arclight-launches-infinigen-renewables-platform-301447102.html; https://www.prnewswire.com/news-releases/infinigen-renewables-announces-strategic-solar-battery-storage-project-in-puerto-rico-302118849.html; https://infinigenrenewables.com/about-us/; https://www.sonnedix.com/pl/news/sonnedix-agrees-to-sell-its-puerto-rico-solar-operations-to-infinigen-arclight,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-63D730DA0D04,cmrxpk4nf020zivhep0hdyld6,Infinity Aviation Group,United States,Igneo Infrastructure Partners,n.a.,n.a.,2025,,INFERRED,MEDIUM,North American Diversified Infrastructure Fund (NADIF),North American Diversified Infrastructure Fund (NADIF),North American Diversified Infrastructure Fund (NADIF),North American Diversified Infrastructure Fund (NADIF),North American Diversified Infrastructure Fund (NADIF),"Estimated by preserving the existing curated link to North American Diversified Infrastructure Fund (NADIF); public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2024 is 1 years before investment, North America-relevant mandate.",https://www.igneoip.com/usa/en/institutional/news-and-insights/press/igneo-acquires-infinity-aviation.html; https://infinityaviationgroup.com/; https://www.igneoip.com/usa/en/institutional/our-offering/assets.html,n.a.,false,SET_INFERRED,NONE
OFA-338A49366B91,cmrxpjww601ozivhesmvjkn80,Innergex Renewable Energy,United States / Canada,La Caisse de dépôt (CDPQ),n.a.,n.a.,2025,La Caisse-led control; exact post-syndication percentage not disclosed,DISCLOSED,HIGH,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,Matched supplemental ownership detail: Firm: CDPQ | Fund: CDPQ Infrastructure | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://www.innergex.com/en/media/innergex-enters-into-definitive-agreement-to-be-acquired-by-cdpq-for-13-75-per-share; https://www.innergex.com/en/media/la-caisse-completes-acquisition-of-innergex; https://www.lacaisse.com/en/news/pressreleases/caisse-finalizes-acquisition-innergex-mobilizes-group-investors-support-its-long; https://www.innergex.com/en/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-575BCA7A6ACB,cmrxpjrex01g1ivhebvxggtco,Inspiration Mobility Group,United States,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.",2021,,DISCLOSED,HIGH,"ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.",Matched supplemental ownership detail: Firm: ArcLight Capital Partners | Fund: ArcLight Energy Partners Fund VII | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://inspirationmobility.com/news/inspiration-mobility-215-million-ev-fleet-funding; https://www.macquarie.com/id/en/about/news/2022/macquarie-asset-management-makes-equity-commitment-to-sustainable-infrastructure-platform-inspiration-mobility-group.html; https://arclight.com/investments/; https://inspirationmobility.com/about; https://inspirationmobility.com/news/inspiration-launches-as-first-purpose-built-ev-solutions-company-announces-200m-commitment-and-fleet-partnership-with-revel,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-C80CFA7E0B26,cmsrahtk5000dcp4snuss52wb,Inspiration Mobility Group,United States,Macquarie Asset Management,Macquarie Infrastructure Partners V,,2022,,DISCLOSED,HIGH,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,Verified fund matches an existing fund-list entry.,https://inspirationmobility.com/news/inspiration-mobility-215-million-ev-fleet-funding; https://www.macquarie.com/id/en/about/news/2022/macquarie-asset-management-makes-equity-commitment-to-sustainable-infrastructure-platform-inspiration-mobility-group.html; https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/inspiration-mobility.html,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-32CEB0BDF716,cmsrahtp6000fcp4swflxnepb,Inspiration Mobility Group,United States,Ferrovial N.V.,Ferrovial N.V.,,2021,Minority interest,DIRECT_PROGRAM,LOW,,,,,,No exact fund disclosure could be classified safely by the audit rules.,https://inspirationmobility.com/news/inspiration-mobility-215-million-ev-fleet-funding; https://www.macquarie.com/id/en/about/news/2022/macquarie-asset-management-makes-equity-commitment-to-sustainable-infrastructure-platform-inspiration-mobility-group.html; https://www.ferrovial.com/en-us/business-lines/mobility/,Needs user review,false,SET_DIRECT_PROGRAM,NONE
OFA-BF435FA23024,cmrxpjvhs01moivhe1h4jvbjn,Intel Arizona Joint Venture,United States,Brookfield Asset Management,Brookfield Infrastructure Fund V,Brookfield Infrastructure Fund V,2022,,DISCLOSED,HIGH,Brookfield Infrastructure Fund V,Brookfield Infrastructure Fund V,,,,Matched supplemental ownership detail: Firm: Brookfield Infrastructure Partners | Fund: Brookfield Infrastructure Fund V | Ownership Interest: 49% Seed milestones or source evidence explicitly name the current fund vehicle.,https://bip.brookfield.com/press-releases/bip/brookfield-infrastructure-signs-definitive-agreement-intel; https://www.sec.gov/Archives/edgar/data/50863/000005086323000006/intc-20221231.htm; https://www.sec.gov/Archives/edgar/data/50863/000119312522226986/d388434dex101.htm; https://www.intc.com/news-events/press-releases/detail/1568/intel-advances-smart-capital-introduces-first-of-its-kind,Verified fund,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-24DB1991AFB6,cmrxpjvie01mpivhe4uc6zoni,Inter Pipeline Ltd.,Canada,Brookfield,n.a.,n.a.,2021,,INFERRED,MEDIUM,Brookfield Infrastructure Fund IV,Brookfield Infrastructure Fund IV,Brookfield Infrastructure Fund IV,Brookfield Infrastructure Fund IV,Brookfield Infrastructure Fund IV,"Estimated by preserving the existing curated link to Brookfield Infrastructure Fund IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2019 is 2 years before investment, North America-relevant mandate.",https://bip.brookfield.com/press-releases/bip/brookfield-infrastructure-announces-intention-launch-superior-revised-cash-and; https://interpipeline.com/news-releases/brookfield-infrastructure-closes-strategic-acquisition-of-inter-pipeline/; https://interpipeline.com/; https://bip.brookfield.com/sites/bip-brookfield-ir/files/Brookfield-BIP-IR-V2/2024/bip-2024-20-f-vf.pdf,n.a.,false,SET_INFERRED,NONE
OFA-3156D6DA0E4D,cmsqgu2yc000ebk4sacomkghu,Intermodal Tank Transport,United States,Apollo Global Management,Apollo Infrastructure Funds (specific current fund and legal vehicle not publicly disclosed),Apollo Infrastructure Funds (specific current fund and legal vehicle not publicly disclosed),2023,Structured equity investment (exact percentage not publicly disclosed),INFERRED,LOW,Apollo Clean Transition Equity Partners I,Apollo Clean Transition Equity Partners I,Apollo Clean Transition Equity Partners I,Apollo Clean Transition Equity Partners I,Apollo Clean Transition Equity Partners I,"Estimated by preserving the existing curated link to Apollo Clean Transition Equity Partners I; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vehicle-name overlap 0.13, vintage 2023 is 0 years before investment, North America-relevant mandate.",https://www.sec.gov/Archives/edgar/data/1971381/000119312524083600/d787833d10k.htm; https://www.apollo.com/insights-news/pressreleases/2023/06/apollo-infrastructure-funds-announce-structured-equity-investment-in-intermodal-tank-transport-2687658; https://www.apollo.com/aboutus/leadership-and-people/david-cohen,n.a.,false,SET_INFERRED,NONE
OFA-970CAA242B81,cmrxpk68l023givhek4jwy55o,"International Transportation Service, LLC",United States,Macquarie Asset Management,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,2020,,DISCLOSED,HIGH,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,Matched supplemental ownership detail: Firm: Macquarie Asset Management | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.itslb.com/company-overview/; https://www.macquarie.com/au/en/about/company/macquarie-asset-management/financial-advisor/insights/2025/transforming-terminals-international-transportation-service.html; https://www.itslb.com/; https://www.itslb.com/its-35th-anniversary-celebration/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-90121E56CD81,cmrxpka48029givhe9b69vozi,Intrado,United States,Stonepeak,n.a.,n.a.,2023,,INFERRED,LOW,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,"Estimated by preserving the existing curated link to Stonepeak Infrastructure Fund IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2020 is 3 years before investment, North America-relevant mandate.",https://www.intrado.com/news-releases/stonepeak-completes-acquisition-of-intrado-life-safety; https://www.west.com/news/press-releases/west-announces-completion-of-sale-of-intrado-safety-business/; https://www.intrado.com/; https://www.intrado.com/news-releases/stonepeak-acquire-safety-business-intrado,n.a.,false,SET_INFERRED,NONE
OFA-F582428F6648,cmrxpjuiu01l6ivheglpt7pl6,Invenergy,United States,Blackstone,n.a.,n.a.,2022,,INFERRED,LOW,Blackstone Infrastructure Partners (BIP),Blackstone Infrastructure Partners (BIP),Blackstone Infrastructure Partners (BIP),Blackstone Infrastructure Partners (BIP),Blackstone Infrastructure Partners (BIP),"Estimated by preserving the existing curated link to Blackstone Infrastructure Partners (BIP); public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://invenergy.com/news/invenergy-announces-approximately-3-billion-investment-from-blackstone-infrastructure-partners-to-accelerate-renewable-development-activities; https://invenergy.com/; https://invenergy.com/expertise/our-capabilities,n.a.,false,SET_INFERRED,NONE
OFA-4929C4854855,cmrxpjrff01g2ivhek768az2y,Invenergy AMPCI Thermal Power,United States / Canada,DigitalBridge,AMP Capital Global Infrastructure Fund II (GIF II),AMP Capital Global Infrastructure Fund II (GIF II),2018,,DISCLOSED,HIGH,AMP Capital Global Infrastructure Fund II (GIF II),AMP Capital Global Infrastructure Fund II (GIF II),AMP Capital Global Infrastructure Fund II (GIF II),,AMP Capital Global Infrastructure Fund II (GIF II),Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.businesswire.com/news/home/20260311462798/en/ArcLight-to-Acquire-InfraBridges-50-Stake-in-5.4-GW-Power-Portfolio; https://www.theasset.com/article/39539/amp-capital-global-infrastructure-fund-ii-closes-at-us-3-4-billion; https://www.infrabridge.com/our-portfolio,Verified fund,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-51BB3D51F850,cmrxpjwwm01p0ivhey7ghtyyo,Invenergy Renewables LLC,United States,La Caisse de dépôt (CDPQ),n.a.,n.a.,2013,52.4% economic ownership,DISCLOSED,HIGH,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,Matched supplemental ownership detail: Firm: CDPQ | Fund: CDPQ Infrastructure | Ownership Interest: 52.4% Verified fund matches an existing fund-list entry.,https://www.prnewswire.com/news-releases/cdpq-acquires-significant-additional-stake-in-invenergy-renewables-llc-300652610.html; https://invenergy.com/news/invenergy-strengthens-its-diversified-clean-energy-platform-through-new-equity-transactions-with-cdpq-and-amp-capital; https://invenergy.com/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-19D5253706E1,cmrxpjqsr01f3ivhejeto4kqs,IonicBlue,United States / Canada,Apollo Global Management,Apollo Infrastructure Opportunities Fund II,Apollo Infrastructure Opportunities Fund II,2021,,DISCLOSED,HIGH,Apollo Infrastructure Opportunities Fund II,Apollo Infrastructure Opportunities Fund II,Apollo Infrastructure Opportunities Fund II,Apollo Infrastructure Opportunities Fund II,Apollo Infrastructure Opportunities Fund II,Matched supplemental ownership detail: Firm: Apollo Global Management | Fund: Apollo Infrastructure Opps. Fund II | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://www.apollo.com/insights-news/pressreleases/2021/08/johnson-controls-and-apollo-infrastructure-join-forces-to-pursue-innovative-sustainability-and-energy-efficiency-services-for-commercial-buildings-120245561; https://www.ionicbluellc.com/; https://www.ionicbluellc.com/about-us/; https://www.johnsoncontrols.com/media-center/news/press-releases/2021/08/12/johnson-controls-and-apollo-infrastructure-join-forces-to-pursue-innovative-sustainability-and-energy-efficiency-services-for-commercial-buildings; https://www.johnsoncontrols.com/media-center/news/press-releases/2023/05/23/ionicblue-receives-up-to-cad-%24100-million-investment,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-A218A1C946A9,cmrxpk4eo020jivheul00r3i9,"Iowa Interstate Railroad, Ltd.",United States,iCON Infrastructure,iCON Infrastructure Partners V,iCON Infrastructure Partners V,2020,,DISCLOSED,HIGH,iCON Infrastructure Partners V,iCON Infrastructure Partners V,,,,Matched supplemental ownership detail: Firm: iCON Infrastructure | Fund: iCON Infrastructure Partners V | Ownership Interest: 40% Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://iaisrr.com/rdc-forms-partnership-with-icon-infrastructure/; https://www.progressiverailroading.com/short_lines_regionals/news/iCON-acquires-interest-in-Iowa-Interstate-Railroad--62354; https://iaisrr.com/; https://iaisrr.com/new-documentary-celebrates-40-years-of-the-iowa-interstate-railroad/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-4C12A8343276,cmrxpk4x8021civhezgapo4vh,Iron Star Wind Project,United States,InfraRed Capital Partners,n.a.,n.a.,2021,,INFERRED,LOW,HICL Infrastructure PLC,HICL Infrastructure PLC,HICL Infrastructure PLC,HICL Infrastructure PLC,HICL Infrastructure PLC,"Estimated by preserving the existing curated link to HICL Infrastructure PLC; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.ircp.com/news/infrared-capital-partners-announces-significant-investment-north-american-renewables-assets/; https://www.ircp.com/investments/energy-transition-renewables/; https://www.engie-na.com/project/iron-star/,n.a.,false,SET_INFERRED,NONE
OFA-340F9C987F34,cmrxpjsca01hiivheohjr1qoe,Isle Gas,United States,Argo Infrastructure Partners,AMF Hawaiʻi Investment Holdings,AMF Hawaiʻi Investment Holdings,2025,,DISCLOSED,HIGH,AMF Hawaiʻi Investment Holdings,AMF Hawaiʻi Investment Holdings,,,,Matched supplemental ownership detail: Firm: Argo Infrastructure Partners | Fund: AMF Hawaiʻi Investment Holdings | Ownership Interest: 100% Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://ugi.gcs-web.com/news-releases/news-release-details/amerigas-propane-enters-definitive-agreement-divest-hawaii/; https://www.hawaiigas.com/posts/argo-acquires-ugis-gas-storage-and-supply-assets-in-hawai-i; https://www.hawaiigas.com/islegas,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-E62A8098A05D,cmrxpk6uy024civhe7t34lon2,"J-POWER USA Generation, L.P.",United States,Manulife Investment Management,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,2007,,DISCLOSED,HIGH,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Matched supplemental ownership detail: Firm: John Hancock Infrastructure / John Hancock Life Insurance Company (U.S.A.) | Fund: Manulife Infrastructure Fund I | Ownership Interest: 50% Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.jpower.co.jp/english/news_release/news/news070802.pdf; https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/direct-infrastructure-equity; https://www.jpower.co.jp/english/news_release/news/news081222.pdf; https://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7BA000F593-0000-C81B-99DA-6A96ACD687F2%7D,Verified fund,false,SET_DISCLOSED_LINKED,NONE
OFA-8324E1BD14AA,cmrxpk59i021vivheuhozlf7s,JET Infrastructure,United States,Instar,n.a.,n.a.,2018,Wholly owned Instar platform; co-investor split not disclosed,INFERRED,MEDIUM,InstarAGF Essential Infrastructure Fund I,InstarAGF Essential Infrastructure Fund I,,InstarAGF Essential Infrastructure Fund I,,"Estimated from manager match 1.00, vintage 2017 is 1 years before investment, North America-relevant mandate, historical vehicle retained for attribution only; next candidate trails by 17.0 points. Public disclosure does not identify a distinct fund.",https://www.globenewswire.com/news-release/2018/12/19/1669169/0/en/InstarAGF-Asset-Management-Acquires-Jet-Fuel-Pipeline-and-Terminal-Assets-in-United-States.html; https://www.kslaw.com/news-and-insights/king-spalding-represents-jet-infrastructure-on-the-acquisition-of-imtt-epic-llc; https://www.jet-infrastructure.com/about; https://www.jet-infrastructure.com/service/pipelines-distribution; https://instarinvest.com/2020/06/instaragf-essential-infrastructure-fund-ii-achieves-final-close/?lang=en,n.a.,false,SET_INFERRED,NONE
OFA-6308FE1BD8D0,cmrxpk6vg024divhez482jfdd,JFK Millennium Partners,United States,Manulife Investment Management,Manulife Infrastructure Fund II,Manulife Infrastructure Fund II,2022,,DISCLOSED,HIGH,Manulife Infrastructure Fund II,Manulife Infrastructure Fund II,Manulife Infrastructure Fund II,Manulife Infrastructure Fund II,Manulife Infrastructure Fund II,Matched supplemental ownership detail: Firm: Manulife Investment Management | Fund: Manulife Infrastructure Fund II | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://www.vantagegroup.com/hub/jfk-millennium-partners-marks-financial-close-of-4-2-billion-deal-to-develop-a-new-jfk-terminal-6-vantage/; https://www.prnewswire.com/news-releases/jfk-millennium-partners-launches-terminal-6-discovery-expo-series-unveils-t6-brand-with-future-partners-at-jfk-airport-302444422.html; https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/infrastructure-team; https://www.portauthoritybuilds.com/redevelopment/us/en/jfk/planned-projects/terminal-6.html; https://www.spglobal.com/ratings/en/regulatory/article/-/view/type/HTML/id/3279099,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-2A1D2B7D80C4,cmrxpkafi029yivheau72hzni,JFK New Terminal One,United States,Ullico,UIF,UIF,2022,,DISCLOSED,HIGH,UIF,UIF,,,,Matched supplemental ownership detail: Firm: Ullico | Fund: UIF | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.ullico.com/ullico-reaches-financial-close-as-part-of-consortium-developing-new-terminal-one-at-jfk-airport/; https://www.swisslife-am.com/en/home/media/news/corporate/company-news/2022/0729_jfk_t1.html; https://www.portauthoritybuilds.com/redevelopment/us/en/jfk/planned-projects/terminal-1/news/the-new-terminal-one-at-jfk-successfully-concludes--1-37-billion.html; https://www.governor.ny.gov/news/governor-hochul-announces-groundbreaking-95-billion-new-terminal-one-major-step-forward-port; https://info.assuredguaranty.com/press-room/all-press-releases/news-details/2025/Assured-Guaranty-Insures-600-Million-in-Third-Transaction-for-JFK-International-Airports-New-Terminal-One-Project/default.aspx,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
