priority,match_status,company_name,country,company_status,owner_source,owner_index,investment_firm,owner_status,ownership_vehicle,investment_year,exact_fund_name,suggested_fund_name,candidate_score,suggested_action,rationale,evidence_urls
ok,declared_na,ION Light Rail Transit,Canada,Active,owners[],0,Meridiam,Active,n.a.,2014,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.meridiam.com/assets/waterloo-lrt-ontario-canada/; https://www.meridiam.com/news/meridiam-inaugurates-the-sustainable-ion-light-rail-transit-in-waterloo-canada/; https://www.regionofwaterloo.ca/en/living-here/ion-light-rail.aspx; https://www.grandrivertransit.ca/en/ion-light-rail.aspx
ok,declared_na,Iowa RNG,United States,Active,owners[],0,Amber Infrastructure,Active,n.a.,2023,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.greenipi.com/newsroom/green-impact-partners-announces-545-million-partnering-agreement/; https://americanbiogascouncil.org/green-impact-partners-announces-545-million-partnering-agreement/; https://www.greenipi.com/investors/
ok,declared_na,IPX Power,United States,Active,owners[],0,TPG,Active,n.a.,2026,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.prnewswire.com/news-releases/ipx-power-launches-as-independent-power-producer-following-sale-of-intersect-to-google-302711797.html; https://www.tpg.com/news-and-insights/tpg-announces-completion-of-4-75-billion-sale-of-intersect-to-google-launches-ipx-power-as-independent-power-producer; https://ipxpower.com/; https://ipxpower.com/about/
ok,declared_na,"IQ Fiber, LLC",United States,Active,owners[],0,SDC,Active,n.a.,2021,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.iqfiber.com/thinkbig-networks-acquisition/; https://www.iqfiber.com/about/; https://www.businesswire.com/news/home/20210915005165/en/SDC-Capital-Partners-Closes-Investment-in-IQ-Fiber; https://www.iqfiber.com/iq-fiber-secures-additional-150-million-equity-commitment-from-sdc-capital-partners/
ok,declared_na,Iron Star Wind Project,United States,Active,owners[],0,InfraRed Capital Partners,Active,n.a.,2021,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.ircp.com/news/infrared-capital-partners-announces-significant-investment-north-american-renewables-assets/; https://www.ircp.com/investments/energy-transition-renewables/; https://www.engie-na.com/project/iron-star/
ok,declared_na,JET Infrastructure,United States,Active,owners[],0,Instar,Active,n.a.,2018,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.globenewswire.com/news-release/2018/12/19/1669169/0/en/InstarAGF-Asset-Management-Acquires-Jet-Fuel-Pipeline-and-Terminal-Assets-in-United-States.html; https://www.kslaw.com/news-and-insights/king-spalding-represents-jet-infrastructure-on-the-acquisition-of-imtt-epic-llc; https://www.jet-infrastructure.com/about; https://www.jet-infrastructure.com/service/pipelines-distribution
ok,declared_na,JFK New Terminal One,United States,Active,owners[],1,Swiss Life,Active,n.a.,2022,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.ullico.com/ullico-reaches-financial-close-as-part-of-consortium-developing-new-terminal-one-at-jfk-airport/; https://www.swisslife-am.com/en/home/media/news/corporate/company-news/2022/0729_jfk_t1.html; https://www.portauthoritybuilds.com/redevelopment/us/en/jfk/planned-projects/terminal-1/news/the-new-terminal-one-at-jfk-successfully-concludes--1-37-billion.html; https://www.ferrovial.com/en/business/projects/new-terminal-one-jfk-international-airport/
ok,declared_na,JFK Terminal 6 Redevelopment,United States,Active,owners[],0,Fengate Asset Management,Active,n.a.,2020,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://fengate.com/investments/jfk-terminal-6-redevelopment; https://www.vantagegroup.com/hub/jfk-millennium-partners-completes-nearly-2b-bond-issuance-for-jfk-terminal-6-redevelopment-including-1-85b-in-green-bonds/; https://www.portauthoritybuilds.com/redevelopment/us/en/jfk/planned-projects/terminal-6.html; https://fengate.com/transportation
ok,declared_na,Junction City Biomethane,United States,Active,owners[],0,Quinbrook,Active,n.a.,2025,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.quinbrook.com/portfolio/junction-city-biomethane/; https://www.nwnatural.com/about-us/environment/renewable-natural-gas; https://shellenergy.com/products-and-services/renewable-solutions/renewable-natural-gas
ok,declared_na,KAPS,Canada,Active,owners[],0,Stonepeak,Active,n.a.,2023,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://stonepeak.com/news/stonepeak-to-acquire-interest-in-kaps; https://stonepeak.com/press-releases/stonepeak-completes-acquisition-of-interest-in-kaps; https://www.keyera.com/operations/pipelines-and-processing/kaps-pipeline-system; https://www.keyera.com/news-and-stories/news-releases/keyera-celebrates-the-completion-of-the-kaps-pipeline/
ok,declared_na,Kelly Creek Wind Project,United States,Active,owners[],0,Allianz Global Investors,Active,n.a.,2017,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.allianzcapitalpartners.com/-/media/allianzgi/globalagi/acp/documents/news/2017/acp-press-release-kelly-creek.pdf; https://www.edf-re.com/project/kelly-creek-wind/; https://www.edf-re.com/press-release/edf-renewable-energy-announces-commercial-operation-kelly-creek-wind-project/
ok,declared_na,Kinetik Holdings Inc.,United States,Active,owners[],0,Blackstone,Active,n.a.,2017,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.blackstone.com/news/press/blackstone-energy-partners-to-acquire-eagleclaw-midstream-ventures/; https://ir.kinetik.com/news/news-details/2018/EagleClaw-Midstream-Blackstone-Energy-Partners-and-I-Squared-Capital-Announce-the-Formation-of-a-Leading-Delaware-Basin-Midstream-Partnership-and-the-Concurrent-Acquisitions-of-Caprock-Midstream-and-Pinnacle-Midstream-by-EagleClaw/default.aspx; https://www.kinetik.com/about-us/; https://www.kinetik.com/about-us/merger-at-a-glance/
ok,declared_na,Kingston Solar Project,Canada,Active,owners[],0,CC&L,Active,n.a.,2014,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://cclinfrastructure.cclgroup.com/cases/kingston-solar-project/; https://cclinfrastructure.cclgroup.com/our-investments/portfolio-overview/; https://cclinfrastructure.cclgroup.com/insight/news-infra-ccl-infrastructure-achieves-record-growth-in-2024/
ok,declared_na,Kleen Energy Systems,United States,Active,owners[],0,ArcLight Capital Partners,Active,n.a.,2023,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.prnewswire.com/news-releases/arclight-completes-acquisition-of-ownership-interest-in-kleen-energy-systems-301978649.html; https://www.kleenenergysystems.com/; https://www.prnewswire.com/news-releases/arclight-to-acquire-kleen-power-interests-302427124.html
ok,declared_na,LaGuardia Terminal B,United States,Active,owners[],0,Meridiam,Active,n.a.,2016,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.meridiam.com/assets/laguardia-gateway-partners-airport-new-york-usa/; https://laguardiab.com/about-us/partners; https://www.meridiam.com/news/meridiam-increases-its-ownership-in-new-yorks-laguardia-terminal-b/; https://www.usa.skanska.com/who-we-are/media/press-releases/277033/Skanska-divests-ownership-of-LaGuardia-Airport-Terminal-B-in-New-York%2C-NY-for-115-million
ok,declared_na,Laguna Water Supply,United States,Active,owners[],0,Meridiam,Active,n.a.,2022,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.meridiam.com/assets/laguna-water-supply/; https://perenfra.com/; https://www.meridiam.com/wp-content/uploads/2025/10/BD-LIVRE-MERIDIAM-VA.pdf; https://perenfra.com/news/
ok,declared_na,"Lakefront Fiber, LLC",United States,Active,owners[],0,Manulife,Active,n.a.,2025,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.bglco.com/press-release/bgl-advises-lakefront-fiber-on-the-acquisition-of-select-everstream-assets/; https://www.manulifeim.com/institutional/global/en/about-us/press-releases/manulife-announces-formation-of-lakefront-fiber-to-serve-hyperscale-carrier-and-municipal-customers; https://www.prnewswire.com/news-releases/manulife-investment-management-announces-formation-of-lakefront-fiber-to-serve-hyperscale-carrier-and-municipal-customers-302459043.html; https://www.icc.illinois.gov/docket/P2025-0885/documents/371054/files/650519.pdf
ok,declared_na,Landmark Dividend LLC,United States,Active,owners[],0,ADIA Infrastructure,Active,n.a.,2024,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://ir.digitalbridge.com/news-releases/news-release-details/adia-acquires-40-stake-landmark-dividend/; https://www.digitalbridge.com/portfolio/landmark-dividend; https://www.nasdaq.com/press-release/digital-colony-completes-acquisition-of-landmark-dividend-llc-2021-06-02; https://ir.digitalbridge.com/news-releases/news-release-details/adia-completes-acquisition-40-stake-landmark-dividend-alongside/
ok,declared_na,Landmark Student Transportation,United States / Canada,Active,owners[],0,CC&L,Active,n.a.,2022,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://cclinfrastructure.cclgroup.com/insight/connor-clark-lunn-infrastructure-announces-investment-in-landmark-student-transportation/; https://cclinfrastructure.cclgroup.com/cases/landmark-student-transportation/; https://cclinfrastructure.cclgroup.com/insight/news-infra-ccl-infrastructure-achieves-record-growth-in-2024/
ok,declared_na,LBJ Express,United States,Active,owners[],0,Meridiam,Active,n.a.,2010,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.fhwa.dot.gov/ipd/project_profiles/tx_lbj_express.aspx; https://www.fhwa.dot.gov/ipd/project_profiles/tx_lbj_express.aspx; https://www.meridiam.com/news/successful-refinancing-of-lbj-express-a-usd-26-billion-highway-project-in-usa/; https://www.transportation.gov/buildamerica/projects/project-highlights/i-635-lbj-freeway-managed-lanes-dallas-fort-worth-tx
ok,declared_na,LBJ Express,United States,Active,owners[],2,Meridiam,Active,n.a.,2010,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.fhwa.dot.gov/ipd/project_profiles/tx_lbj_express.aspx; https://www.fhwa.dot.gov/ipd/project_profiles/tx_lbj_express.aspx; https://www.meridiam.com/news/successful-refinancing-of-lbj-express-a-usd-26-billion-highway-project-in-usa/; https://www.transportation.gov/buildamerica/projects/project-highlights/i-635-lbj-freeway-managed-lanes-dallas-fort-worth-tx
ok,declared_na,Leeward Renewable Energy,United States,Active,owners[],0,OMERS,Active,n.a.,2018,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.omers.com/news/omers-infrastructure-announces-agreement-to-acquire-leeward-renewable-energy; https://www.sec.gov/Archives/edgar/data/1274494/000162828021000753/a8-kex991pressreleasejan21.htm; https://www.omersinfrastructure.com/news/leeward-renewable-energy-completes-acquisition-of-solar-development-platform; https://www.lreus.com/
ok,declared_na,Liberty Tire Recycling,United States / Canada,Active,owners[],0,I Squared Capital,Active,n.a.,2025,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://libertytire.com/About/News/I-Squared-Capital-to-Acquire-Liberty-Tire-Recycling-from-Energy-Capital-Partners/; https://hl.com/about-us/transactions/i-squared-capital-liberty-tire-recycling-ecp/; https://libertytire.com/; https://libertytire.com/2024-sustainability-report/
ok,declared_na,Lightpath Holdings LLC,United States,Active,owners[],0,MSIP,Active,n.a.,2020,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.sec.gov/Archives/edgar/data/1702780/000110465920111136/tm2032040d1_8k.htm; https://www.sec.gov/Archives/edgar/data/1702780/000162828021001795/atusq42020exhibit991.htm; https://lightpathfiber.com/our-network; https://lightpathfiber.com/news/lightpath-awarded-gsa-multiple-award-schedule-contract
ok,declared_na,LightRiver,United States,Active,owners[],0,Grain,Active,n.a.,2022,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://lightriver.com/grain-management-announces-acquisition-of-lightriver/; https://www.prnewswire.com/news-releases/grain-management-announces-acquisition-of-lightriver-301516785.html; https://www.jsa.net/lightriver-acquired-by-leading-private-investment-firm/; https://graingp.com/investments/
ok,declared_na,Lineage,United States,Active,owners[],0,Stonepeak,Active,n.a.,2018,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://stonepeak.com/portfolio-highlights/lineage-logistics; https://www.onelineage.com/; https://www.onelineage.com/about/our-story; https://www.prnewswire.com/news-releases/lineage-logistics-completes-700-million-strategic-equity-capital-raise-led-by-bay-grove-with-participation-from-exiting-investor-d1-capital-partners-and-support-from-existing-investor-stonepeak-301434620.html
ok,declared_na,LiveOak Fiber,United States,Active,owners[],0,InfraRed Capital Partners,Active,n.a.,2022,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.ircp.com/news/infrared-capital-partners-expands-us-150m-critical-greenfield-digital-infrastructure/; https://www.ircp.com/news/infrared-partners-with-meag-on-liveoak-fiber-via-co-investment/; https://liveoakfiber.com/liveoak-fiber-secures-additional-funding-to-expand-high-speed-broadband-access/; https://liveoakfiber.com/liveoak-fiber-secures-250-million-to-expand-southeast-fiber-network/
ok,declared_na,LOGISTEC,United States / Canada,Active,owners[],0,Stonepeak,Active,n.a.,2024,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://stonepeak.com/news/blue-wolf-capital-finalizes-acquisition-of-logistec-corporation-in-partnership-with-stonepeak; https://www.logistec.com/en_ca/news/blue-wolf-capital-partners-finalizes-acquisition-of-logistec-corporation-in-partnership-with-stonepeak/; https://www.fasken.com/en/knowledge/2024/01/logistec-corporation-completes-acquisition-by-blue-wolf-capital-partners; https://www.logistec.com/
ok,declared_na,Long Beach Courthouse,United States,Active,owners[],0,Meridiam,Active,n.a.,2010,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.meridiam.com/assets/long-beach-courthouse-usa/; https://courts.ca.gov/facilities/los-angeles-county-governor-george-deukmejian-courthouse-long-beach; https://courts.ca.gov/sites/default/files/courts/default/2024-12/fact_sheet_lbjp.pdf; https://www.fhwa.dot.gov/ipd/value_capture/capacity_building/webinar_series/2019/webinar_091919.aspx
ok,declared_na,Long Lake Hydro Project,Canada,Active,owners[],0,CC&L,Active,n.a.,2019,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://cclinfrastructure.cclgroup.com/cases/long-lake-hydro-project/; https://cclinfrastructure.cclgroup.com/our-investments/portfolio-overview/; https://cclinfrastructure.cclgroup.com/sub_sector/hydro/
ok,declared_na,Longroad Energy,United States,Active,owners[],1,Infratil,Active,n.a.,2016,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.longroadenergy.com/longroad-announces-new-investors/; https://infratil.com/our-investments/renewables/; https://morrisonglobal.com/news-insights/portfolio-company-longroad-energy-to-receive-significant-new-capital-from-current-investors-and-a-new-co-investor/; https://www.longroadenergy.com/longroad-energy-announces-500-million-equity-investment-from-meag-nz-super-fund-and-infratil/
ok,declared_na,Longview Infrastructure,United States,Active,owners[],0,Stonepeak,Active,n.a.,2025,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://stonepeak.com/news/stonepeak-to-provide-equity-commitment-to-longview-infrastructure; https://www.longviewinfra.com/; https://www.longviewinfra.com/about-us; https://stonepeak.com/investments
ok,declared_na,Lotus Solar Farm,United States,Active,owners[],0,Allianz Global Investors,Active,n.a.,2019,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.businesswire.com/news/home/20190910005984/en/8minute-Solar-Energy-and-Allianz-Global-Investors-Announce-First-Major-U.S.-Acquisition; https://avantus.com/news/8minute-solar-energy-s-67-megawatt-lotus-solar-farm-now-fully-operational; https://www.foley.com/news/2019/09/foley-represents-8minute-solar-energy/
ok,declared_na,"Low Impact Development Technologies, LLC",United States,Active,owners[],0,Ember Infrastructure,Active,n.a.,2022,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://lidtech.com/low-impact-development-technologies-llc-receives-investment-from-ember-infrastructure/; https://ember-infra.com/e/ember-invests-in-stormwater-solutions-provider-low-impact-development-technologies; https://lidtech.com/
ok,declared_na,LS Networks,United States,Active,owners[],0,Instar,Active,n.a.,2021,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.globenewswire.com/news-release/2020/10/15/2109210/0/en/InstarAGF-Agrees-to-Acquire-LS-Networks.html; https://www.lsnetworks.net/investor-relations/; https://www.lsnetworks.net/; https://instarinvest.com/portfolio/
ok,declared_na,LS Networks,United States,Active,owners[],1,Instar,Active,n.a.,2021,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.globenewswire.com/news-release/2020/10/15/2109210/0/en/InstarAGF-Agrees-to-Acquire-LS-Networks.html; https://www.lsnetworks.net/investor-relations/; https://www.lsnetworks.net/; https://instarinvest.com/portfolio/
ok,declared_na,Luminace,United States / Canada,Active,owners[],0,Brookfield Asset Management,Active,n.a.,2021,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.globenewswire.com/news-release/2021/07/21/2266346/0/en/luminace-a-leading-provider-of-decarbonization-as-a-service-solutions-in-north-america-announces-brand-launch.html; https://www.temasek.com.sg/en/news-and-resources/stories/future/building-for-resilience-a-strategic-approach-to-long-term-growth; https://luminace.com/; https://luminace.com/about-us/
ok,declared_na,Luminace,United States / Canada,Active,owners[],1,Temasek,Active,n.a.,2025,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.globenewswire.com/news-release/2021/07/21/2266346/0/en/luminace-a-leading-provider-of-decarbonization-as-a-service-solutions-in-north-america-announces-brand-launch.html; https://www.temasek.com.sg/en/news-and-resources/stories/future/building-for-resilience-a-strategic-approach-to-long-term-growth; https://luminace.com/; https://luminace.com/about-us/
ok,declared_na,Lyte Fiber,United States,Active,owners[],0,SDC,Active,n.a.,2024,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.prnewswire.com/news-releases/lyte-fiber-to-launch-next-generation-fiber-internet-in-texas-and-beyond-302275856.html; https://www.lytefiber.com/; https://sdccapitalpartners.com/investments/; https://www.lytefiber.com/contact
ok,declared_na,Maas Energy Works,United States,Active,owners[],0,Stonepeak,Active,n.a.,2022,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://stonepeak.com/wp-content/uploads/2023/10/Stonepeak-TCFD-Report-2022_VF.pdf; https://www.maasenergy.com/; https://stonepeak.com/investments; https://www.maasenergy.com/media
ok,declared_na,Madison Fields Solar Farm,United States,Active,owners[],0,InfraRed Capital Partners,Active,n.a.,2024,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.prnewswire.com/news-releases/shell-agrees-to-sell-partial-ownership-stake-in-two-us-based-renewable-energy-projects-to-infrared-capital-partners-302011618.html; https://www.ircp.com/news/infrared-capital-partners-completes-purchase-of-renewables-assets-from-shell/; https://www.shell.us/about-us/news-and-insights/media/2024-media-releases/shell-completes-sale-to-infrared-capital-partners.html
ok,declared_na,Maine International Cold Storage Facility,United States,Active,owners[],0,Amber Infrastructure,Active,n.a.,2022,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.huntcompanies.com/news/groundbreaking-announcement-for-state-of-the-art-cold-storage-facility-on-portland-waterfront; https://coldstoragemaine.com/; https://www.portofportlandmaine.com/; https://www.mainebiz.biz/article/taylor-logistics-chosen-to-operate-portlands-new-cold-storage-facility
ok,declared_na,"Mainstay Maritime, Inc.",United States,Active,owners[],0,Oaktree / Duration,Active,n.a.,2024,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.mainstaymaritime.com/who-we-are; https://www.prnewswire.com/news-releases/mainstay-maritime-announces-agreement-to-sell-canadian-operating-companies-and-fleet-to-algoma-central-corporation-302699957.html; https://www.partnershipsbulletin.com/article/1880454/oaktree-completes-infra-spin; https://www.wsj.com/articles/oaktree-spins-out-transportation-infrastructure-group-40256a63
ok,declared_na,Mainstream Fiber Networks,United States,Active,owners[],0,Searchlight,Active,n.a.,2023,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://searchlightcap.com/news/mainstream-fiber-networks-plans-rapid-expansion-with-strategic-investment-from-searchlight-capital-partners/; https://investor.citizensbank.com/about-us/newsroom/latest-news/2024/2024-01-08.aspx; https://www.lw.com/en/news/latham-watkins-advises-searchlight-on-strategic-investment-in-mainstream-fiber-networks
ok,declared_na,Maple PPP Portfolio,Canada,Active,owners[],0,Northleaf,Active,n.a.,2014,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.northleafcapital.com/infrastructure-investments?page=2; https://www.sec.gov/Archives/edgar/data/1007286/000110465922052411/a22-11456_1ex99dp.htm; https://www.pehub.com/3431984/
ok,declared_na,Maurepas Pipeline,United States,Active,owners[],0,Astatine Investment Partners,Active,n.a.,2018,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://astatineip.com/2018/08/20/alinda-acquires-49-interest-in-maurepas-pipeline/; https://www.energytransfer.com/; https://astatineip.com/investment/maurepas-pipeline/; https://astatineip.com/news/
ok,declared_na,Meadow Lake V Wind Farm,United States,Active,owners[],0,CC&L,Active,n.a.,2020,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://edp.com/en/north-america/na/media/edpr-announces-700m-sell-down-deal-wind-and-solar-portfolio; https://www.edp.com/en/investors/investor-information/market-notifications/edp-concludes-07-billion-sell-down-deal-wind-and-solar-portfolio-north-america; https://cclinfrastructure.cclgroup.com/cases/meadow-lake-v-wind-farm/; https://cclinfrastructure.cclgroup.com/our-investments/portfolio-overview/
ok,declared_na,Memphis Fiber Networks,United States,Active,owners[],0,Meridiam,Active,n.a.,2023,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://communitynetworks.org/content/memphis-launches-700-million-plan-expand-fiber-access; https://www.benton.org/newsletter/daily-digest-562024-elliott-rosenworcel; https://www.meridiam.com/assets/memphis-fiber-tennessee-us/; https://www.meridiam.com/news/meridiams-blue-suede-networks-breaks-ground-in-memphis-tennessee-on-transformative-fiber-infrastructure-project/
ok,declared_na,Metergy Solutions,United States / Canada,Active,owners[],0,Brookfield Asset Management,Active,n.a.,2018,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://bip.brookfield.com/press-releases/bip/brookfield-infrastructure-completes-c43-billion-acquisition-enercare-inc; https://www.metergysolutions.com/about-metergy; https://ems3.com/; https://www.metergysolutions.com/conditions-of-service-canada-march-2026
ok,declared_na,Metrus Energy,North America,Active,owners[],0,ECP,Active,n.a.,2022,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.metrusenergy.com/resources/blog/metrus-acquisition-by-ecp; https://www.metrusenergy.com/; https://www.ecpgp.com/equity/portfolio/metrus-energy; https://www.metrusenergy.com/impact-reports/2024-impact-report
ok,declared_na,Meyersdale Energy Storage,United States,Active,owners[],0,Quinbrook,Active,n.a.,2019,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.quinbrook.com/projects/meyersdale-battery/; https://glidepath.net/projects/; https://www.quinbrook.com/portfolio/glidepath/; https://www.energy-storage.news/augmentation-and-end-of-life-era-arrives-with-3gwh-of-us-grid-scale-bess-now-4-years-old/
ok,declared_na,Meyersdale Energy Storage,United States,Active,owners[],1,Quinbrook,Active,n.a.,2019,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.quinbrook.com/projects/meyersdale-battery/; https://glidepath.net/projects/; https://www.quinbrook.com/portfolio/glidepath/; https://www.energy-storage.news/augmentation-and-end-of-life-era-arrives-with-3gwh-of-us-grid-scale-bess-now-4-years-old/
ok,declared_na,Middlebury Resource Recovery Center,United States,Active,owners[],0,Quinbrook,Active,n.a.,2023,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.quinbrook.com/projects/middlebury/; https://purposeenergy.com/project/purposeenergy-middlebury/; https://purposeenergy.com/news-insights/construction-kicks-off-on-renewable-energy-plant/; https://purposeenergy.com/news-insights/purposeenergy-delivers-new-green-energy-to-the-green-mountain-state/
ok,declared_na,Middlebury Resource Recovery Center,United States,Active,owners[],1,Quinbrook,Active,n.a.,2023,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.quinbrook.com/projects/middlebury/; https://purposeenergy.com/project/purposeenergy-middlebury/; https://purposeenergy.com/news-insights/construction-kicks-off-on-renewable-energy-plant/; https://purposeenergy.com/news-insights/purposeenergy-delivers-new-green-energy-to-the-green-mountain-state/
ok,declared_na,Middletown Water Joint Venture LLC,United States,Active,owners[],0,Argo Infrastructure Partners,Active,n.a.,2017,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.suez-asia.com/-/media/suez-global/files/publication/annual-report/document-de-reference-2018-en.pdf; https://middletownborough.com/wp-content/uploads/2020/12/Executed-Concession-Agreement-A4495119.pdf; https://wcpartnersllc.com/project/middletown-concession/; https://www.casemine.com/judgement/us/5b5ad4a1fe30dd3f3fb9f428
ok,declared_na,"Midship Pipeline Company, LLC",United States,Active,owners[],0,EIG Global Energy Partners,Active,n.a.,2019,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://lngir.cheniere.com/news-events/press-releases/detail/180/cheniere-and-eig-complete-financing-and-issue-full-notice; https://www.howardenergypartners.com/howard-energy-partners-acquires-operating-interest-in-midship-pipeline/; https://www.howardenergypartners.com/
ok,declared_na,Millennium Garages,United States,Active,owners[],0,InfraBridge,Active,n.a.,2016,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.infrapppworld.com/news/amp-capital-and-northleaf-close-deal-to-acquire-chicago-s-millennium-garages-for-us-370-million; https://www.millenniumgarages.com/; https://www.prnewswire.com/news-releases/dense-air--millennium-garages-collaborate-to-transform-cellular-connectivity-underground-302141201.html; https://www.infrabridge.com/our-portfolio
ok,declared_na,"Millennium Parking Garages, LLC",United States,Active,owners[],0,Northleaf,Active,n.a.,2016,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.fhwa.dot.gov/ipd/project_profiles/il_millennium_parking_garages_concession.aspx; https://www.millenniumgarages.com/about/; https://www.northleafcapital.com/infrastructure-investments?page=2; https://www.moneymanagement.com.au/amp-and-jv-firm-snap-us370m-north-american-assets/
ok,declared_na,MN8 Energy,United States,Active,owners[],0,Ridgewood,Active,n.a.,2024,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://ridgewoodinfrastructure.com/mn8-energy/; https://mn8.com/about/; https://mn8.com/; https://www.prnewswire.com/news-releases/ridgewood-infrastructure-announces-structured-equity-investment-in-mn8-energy-one-of-americas-largest-privately-owned-solar-energy-companies-302103733.html
